Name	Type	Microbiome	SRA_accession	Comments
	amplicon	rabbit	SRR8640481	
	amplicon	rabbit	SRR8640482	
	amplicon	rabbit	SRR8640483	
	amplicon	rabbit	SRR8640484	
	amplicon	rabbit	SRR8640485	
	amplicon	rabbit	SRR8640486	
	amplicon	rabbit	SRR8640487	
	amplicon	rabbit	SRR8640488	
	amplicon	rabbit	SRR8640489	
	amplicon	rabbit	SRR8640490	
	amplicon	rabbit	SRR8640491	
	amplicon	rabbit	SRR8640492	
	amplicon	rabbit	SRR8640493	
	amplicon	rabbit	SRR8640494	
	amplicon	rabbit	SRR8640495	
	amplicon	rabbit	SRR8640496	
	amplicon	rabbit	SRR8640497	
	amplicon	rabbit	SRR8640498	
	amplicon	rabbit	SRR8640499	
	amplicon	rabbit	SRR8640500	
	amplicon	rabbit	SRR8640501	
	amplicon	rabbit	SRR8640502	
	amplicon	rabbit	SRR8640503	
	amplicon	rabbit	SRR8640504	
	amplicon	rabbit	SRR8640505	
	amplicon	rabbit	SRR8640506	
	amplicon	rabbit	SRR8640507	
	amplicon	rabbit	SRR8640508	
	amplicon	rabbit	SRR8640509	
	amplicon	rabbit	SRR8640510	
	amplicon	rabbit	SRR8640511	
	amplicon	rabbit	SRR8640512	
	amplicon	rabbit	SRR8640513	
	amplicon	rabbit	SRR8640514	
	amplicon	rabbit	SRR8640515	
	amplicon	rabbit	SRR8640516	
	amplicon	rabbit	SRR8640517	
	amplicon	rabbit	SRR8640518	
	amplicon	rabbit	SRR8640519	
	amplicon	rabbit	SRR8640520	
	amplicon	rabbit	SRR8640521	
	amplicon	rabbit	SRR8640522	
	amplicon	rabbit	SRR8640523	
	amplicon	rabbit	SRR8640524	
	amplicon	rabbit	SRR8640525	
	amplicon	rabbit	SRR8640526	
	amplicon	rabbit	SRR8640527	
	amplicon	rabbit	SRR8640528	
	amplicon	rabbit	SRR8640529	
	amplicon	rabbit	SRR8640530	
	amplicon	rabbit	SRR8640531	
	amplicon	rabbit	SRR8640532	
	amplicon	rabbit	SRR8640533	
	amplicon	rabbit	SRR8640534	
	amplicon	rabbit	SRR8640535	
	amplicon	rabbit	SRR8640536	
	amplicon	rabbit	SRR8640537	
	amplicon	rabbit	SRR8640538	
	amplicon	rabbit	SRR8640539	
	amplicon	rabbit	SRR8640540	
	amplicon	rabbit	SRR8640541	
	amplicon	rabbit	SRR8640542	
	amplicon	rabbit	SRR8640543	
	amplicon	rabbit	SRR8640544	
	amplicon	rabbit	SRR8640545	
	amplicon	rabbit	SRR8640546	
	amplicon	rabbit	SRR8640547	
	amplicon	rabbit	SRR8640548	
	amplicon	rabbit	SRR8640549	
	amplicon	rabbit	SRR8640550	
	amplicon	rabbit	SRR8640551	
	amplicon	rabbit	SRR8640552	
	amplicon	rabbit	SRR8640553	
	amplicon	rabbit	SRR8640554	
	amplicon	rabbit	SRR8640555	
	amplicon	rabbit	SRR8640556	
	amplicon	rabbit	SRR8640557	
	amplicon	rabbit	SRR8640558	
	amplicon	rabbit	SRR8640559	
	amplicon	rabbit	SRR8640560	
	amplicon	rabbit	SRR8640561	
	amplicon	rabbit	SRR8640562	
	amplicon	rabbit	SRR8640563	
	amplicon	rabbit	SRR8640564	
	amplicon	rabbit	SRR8640565	
	amplicon	rabbit	SRR8640566	
	amplicon	rabbit	SRR8640567	
	amplicon	rabbit	SRR8640568	
	amplicon	rabbit	SRR8640569	
	amplicon	rabbit	SRR8640570	
	amplicon	rabbit	SRR8640571	
	amplicon	rabbit	SRR8640572	
	amplicon	rabbit	SRR8640573	
	amplicon	rabbit	SRR8640574	
	amplicon	rabbit	SRR8640575	
	amplicon	rabbit	SRR8640576	
	amplicon	rabbit	SRR8640577	
	amplicon	rabbit	SRR8640578	
	amplicon	rabbit	SRR8640579	
	amplicon	rabbit	SRR8640580	
	amplicon	rabbit	SRR8640581	
	amplicon	rabbit	SRR8640582	
	amplicon	rabbit	SRR8640583	
	amplicon	rabbit	SRR8640584	
	amplicon	rabbit	SRR8640585	
	amplicon	rabbit	SRR8640586	
	amplicon	rabbit	SRR8640587	
	amplicon	rabbit	SRR8640588	
	amplicon	rabbit	SRR8640589	
	amplicon	rabbit	SRR8640590	
	amplicon	rabbit	SRR8640591	
	amplicon	rabbit	SRR8640592	
	amplicon	rabbit	SRR8640593	
	amplicon	rabbit	SRR8640594	
	amplicon	rabbit	SRR8640595	
	amplicon	rabbit	SRR8640596	
	amplicon	rabbit	SRR8640597	
	amplicon	rabbit	SRR8640598	
	amplicon	rabbit	SRR8640599	
	amplicon	rabbit	SRR8640600	
	amplicon	rabbit	SRR8640601	
	amplicon	rabbit	SRR8640602	
	amplicon	rabbit	SRR8640603	
	amplicon	rabbit	SRR8640604	
	amplicon	rabbit	SRR8640605	
	amplicon	rabbit	SRR8640606	
	amplicon	rabbit	SRR8640607	
	amplicon	rabbit	SRR8640608	
	amplicon	rabbit	SRR8640609	
	amplicon	rabbit	SRR8640610	
	amplicon	rabbit	SRR8640611	
	amplicon	rabbit	SRR8640612	
	amplicon	rabbit	SRR8640613	
	amplicon	rabbit	SRR8640614	
	amplicon	rabbit	SRR8640615	
	amplicon	rabbit	SRR8640616	
	amplicon	rabbit	SRR8640617	
	amplicon	rabbit	SRR8640618	
	amplicon	rabbit	SRR8640619	
	amplicon	rabbit	SRR8640620	
	amplicon	rat	SRR8727181	
	amplicon	rat	SRR8727182	
	amplicon	rat	SRR8727183	
	amplicon	rat	SRR8727184	
	amplicon	rat	SRR8727185	
	amplicon	rat	SRR8727186	
	amplicon	rat	SRR8727187	
	amplicon	rat	SRR8727188	
	amplicon	rat	SRR8727189	
	amplicon	rat	SRR8727190	
	amplicon	rat	SRR8727191	
	amplicon	rat	SRR8727192	
	amplicon	rat	SRR8727193	
	amplicon	rat	SRR8727194	
	amplicon	rat	SRR8727195	
	amplicon	rat	SRR8727196	
	amplicon	rat	SRR8727197	
	amplicon	rat	SRR8727198	
	amplicon	rat	SRR8727199	
	amplicon	rat	SRR8727200	
	amplicon	rat	SRR8727201	
	amplicon	rat	SRR8727202	
	amplicon	rat	SRR8727203	
	amplicon	rat	SRR8727204	
	amplicon	rat	SRR8727205	
	amplicon	rat	SRR8727206	
	amplicon	rat	SRR8727207	
	amplicon	rat	SRR8727208	
	amplicon	rat	SRR8727209	
	amplicon	rat	SRR8727210	
	amplicon	rat	SRR8727211	
	amplicon	rat	SRR8727212	
	amplicon	rat	SRR8727213	
	amplicon	rat	SRR8727214	
	amplicon	rat	SRR8727215	
	amplicon	rat	SRR8727216	
	amplicon	rat	SRR8727217	
	amplicon	rat	SRR8727218	
	amplicon	rat	SRR8727219	
	amplicon	rat	SRR8727220	
	amplicon	rat	SRR8727221	
	amplicon	rat	SRR8727222	
	amplicon	rat	SRR8727223	
	amplicon	rat	SRR8727224	
	amplicon	rat	SRR8727225	
	amplicon	rat	SRR8727226	
	amplicon	rat	SRR8727227	
	amplicon	rat	SRR8727228	
	amplicon	rat	SRR8727229	
	amplicon	rat	SRR8727230	
	amplicon	rat	SRR8727231	
	amplicon	rat	SRR8727232	
	amplicon	rat	SRR8727233	
	amplicon	rat	SRR8727234	
	amplicon	rat	SRR8727235	
	amplicon	rat	SRR8727236	
	amplicon	rat	SRR8727237	
	amplicon	rat	SRR8727238	
	amplicon	rat	SRR8727239	
	amplicon	rat	SRR8727240	
	amplicon	goat	SRR9157190	
	amplicon	goat	SRR9157191	
	amplicon	goat	SRR9157192	
	amplicon	goat	SRR9157193	
	amplicon	goat	SRR9157194	
	amplicon	goat	SRR9157195	
	amplicon	goat	SRR9157196	
	amplicon	goat	SRR9157197	
	amplicon	goat	SRR9157198	
	amplicon	goat	SRR9157199	
	amplicon	goat	SRR9157200	
	amplicon	goat	SRR9157201	
	amplicon	goat	SRR9157202	
	amplicon	goat	SRR9157203	
	amplicon	goat	SRR9157204	
	amplicon	goat	SRR9157205	
	amplicon	goat	SRR9157206	
	amplicon	goat	SRR9157207	
	amplicon	rabbit	SRR9720314	
	amplicon	rabbit	SRR9720315	
	amplicon	rabbit	SRR9720317	
	amplicon	rabbit	SRR9720318	
	amplicon	rabbit	SRR9720319	
	amplicon	horse	SRR9905045	
	amplicon	horse	SRR9905046	
	amplicon	horse	SRR9905047	
	amplicon	horse	SRR9905048	
	amplicon	horse	SRR9905049	
	amplicon	horse	SRR9905050	
	amplicon	horse	SRR9905051	
	amplicon	horse	SRR9905052	
	amplicon	horse	SRR9905053	
	amplicon	horse	SRR9905054	
	amplicon	horse	SRR9905055	
	amplicon	horse	SRR9905056	
	amplicon	horse	SRR9905057	
	amplicon	horse	SRR9905058	
	amplicon	horse	SRR9905059	
	amplicon	horse	SRR9905060	
	amplicon	horse	SRR9905061	
	amplicon	horse	SRR9905062	
	amplicon	horse	SRR9905063	
	amplicon	horse	SRR9905064	
	amplicon	horse	SRR9905065	
	amplicon	horse	SRR9905066	
	amplicon	horse	SRR9905067	
	amplicon	goat	SRR10341801	
	amplicon	goat	SRR10341802	
	amplicon	goat	SRR10341803	
	amplicon	goat	SRR10341804	
	amplicon	goat	SRR10341805	
	amplicon	goat	SRR10341806	
	amplicon	goat	SRR10341807	
	amplicon	goat	SRR10341808	
	amplicon	goat	SRR10341809	
	amplicon	goat	SRR10341810	
	amplicon	goat	SRR10341811	
	amplicon	goat	SRR10341812	
	amplicon	goat	SRR10341813	
	amplicon	goat	SRR10341814	
	amplicon	goat	SRR10341815	
	amplicon	goat	SRR10341816	
	amplicon	goat	SRR10341817	
	amplicon	goat	SRR10341818	
	amplicon	goat	SRR10341819	
	amplicon	goat	SRR10341820	
	amplicon	goat	SRR10341821	
	amplicon	goat	SRR10341822	
	amplicon	goat	SRR10341823	
	amplicon	goat	SRR10341824	
	amplicon	goat	SRR10341825	
	amplicon	goat	SRR10341826	
	amplicon	goat	SRR10341827	
	amplicon	goat	SRR10341828	
	amplicon	goat	SRR10341829	
	amplicon	goat	SRR10341830	
	amplicon	goat	SRR10341831	
	amplicon	goat	SRR10341832	
	amplicon	goat	SRR10341833	
	amplicon	goat	SRR10341834	
	amplicon	goat	SRR10341835	
	amplicon	goat	SRR10341836	
	amplicon	rabbit	SRR10993853	
	amplicon	rabbit	SRR10993854	
	amplicon	buffalo	SRR10993871	
	amplicon	buffalo	SRR10993872	
	amplicon	buffalo	SRR10993873	
	amplicon	cow	SRR10993883	
	amplicon	cow	SRR10993885	
	amplicon	cow	SRR10993889	
	amplicon	cow	SRR10993890	
	amplicon	cow	SRR10993891	
	amplicon	goat	SRR10993879	
	amplicon	goat	SRR11620593	
	amplicon	goat	SRR11620594	
	amplicon	goat	SRR11620595	
	amplicon	goat	SRR11620596	
	amplicon	goat	SRR11620597	
	amplicon	goat	SRR11620598	
	amplicon	goat	SRR11620599	
	amplicon	goat	SRR11620600	
	amplicon	goat	SRR11620601	
	amplicon	goat	SRR11620602	
	amplicon	goat	SRR11620603	
	amplicon	goat	SRR11620604	
	amplicon	goat	SRR11620605	
	amplicon	goat	SRR11620606	
	amplicon	goat	SRR11620607	
	amplicon	goat	SRR11620608	
	amplicon	goat	SRR11620609	
	amplicon	goat	SRR11620610	
	amplicon	goat	SRR11620611	
	amplicon	goat	SRR11620612	
	amplicon	goat	SRR11620613	
	amplicon	goat	SRR11620614	
	amplicon	goat	SRR11620615	
	amplicon	goat	SRR11620616	
	amplicon	goat	SRR11620617	
	amplicon	goat	SRR11620618	
	amplicon	goat	SRR11620619	
	amplicon	goat	SRR11620620	
	amplicon	goat	SRR11620621	
	amplicon	goat	SRR11620622	
	amplicon	goat	SRR11620623	
	amplicon	goat	SRR11620624	
	amplicon	goat	SRR11620625	
	amplicon	goat	SRR11620626	
	amplicon	goat	SRR11620627	
	amplicon	goat	SRR11620628	
	amplicon	goat	SRR11620629	
	amplicon	goat	SRR11620630	
	amplicon	goat	SRR11620631	
	amplicon	goat	SRR11620632	
	amplicon	goat	SRR11620633	
	amplicon	goat	SRR11620634	
	amplicon	goat	SRR11620635	
	amplicon	goat	SRR11620636	
	amplicon	goat	SRR11620637	
	amplicon	goat	SRR11620638	
	amplicon	goat	SRR11620639	
	amplicon	goat	SRR11620640	
	amplicon	goat	SRR11620641	
	amplicon	goat	SRR11620642	
	amplicon	goat	SRR11620643	
	amplicon	goat	SRR11620644	
	amplicon	goat	SRR11620645	
	amplicon	goat	SRR11620646	
	amplicon	goat	SRR11620647	
	amplicon	goat	SRR11620648	
	amplicon	goat	SRR11620649	
	amplicon	goat	SRR11620650	
	amplicon	goat	SRR11620651	
	amplicon	goat	SRR11620652	
	amplicon	goat	SRR11620653	
	amplicon	goat	SRR11620654	
	amplicon	goat	SRR11620655	
	amplicon	goat	SRR11620656	
	amplicon	goat	SRR11620657	
	amplicon	goat	SRR11620658	
	amplicon	goat	SRR11620659	
	amplicon	goat	SRR11620660	
	amplicon	goat	SRR11620661	
	amplicon	goat	SRR11620662	
	amplicon	goat	SRR11620663	
	amplicon	goat	SRR11620664	
	amplicon	goat	SRR11620665	
	amplicon	goat	SRR11620666	
	amplicon	goat	SRR11620667	
	amplicon	goat	SRR11620668	
	amplicon	goat	SRR11620669	
	amplicon	goat	SRR11620670	
	amplicon	goat	SRR11620671	
	amplicon	goat	SRR11620672	
	amplicon	goat	SRR11620673	
	amplicon	goat	SRR11620674	
	amplicon	goat	SRR11620675	
	amplicon	goat	SRR11620676	
	amplicon	goat	SRR11620677	
	amplicon	goat	SRR11620678	
	amplicon	goat	SRR11620679	
	amplicon	goat	SRR11620680	
	amplicon	goat	SRR11620681	
	amplicon	goat	SRR11620682	
	amplicon	rabbit	SRR11789818	
	amplicon	rabbit	SRR11789819	
	amplicon	rabbit	SRR11789820	
	amplicon	rabbit	SRR11789821	
	amplicon	rabbit	SRR11789822	
	amplicon	rabbit	SRR11789823	
	amplicon	rabbit	SRR11789824	
	amplicon	rabbit	SRR11789825	
	amplicon	rabbit	SRR11789826	
	amplicon	rabbit	SRR11789827	
	amplicon	rabbit	SRR11789828	
	amplicon	rabbit	SRR11789829	
	amplicon	rabbit	SRR11789830	
	amplicon	rabbit	SRR11789831	
	amplicon	rabbit	SRR11789832	
	amplicon	rabbit	SRR11789833	
	amplicon	rabbit	SRR11789834	
	amplicon	rabbit	SRR11789835	
	amplicon	rabbit	SRR11789836	
	amplicon	rabbit	SRR11789837	
	amplicon	rabbit	SRR11789838	
	amplicon	rabbit	SRR11789839	
	amplicon	rabbit	SRR11789840	
	amplicon	rabbit	SRR11789841	
	amplicon	rabbit	SRR11789842	
	amplicon	rabbit	SRR11789843	
	amplicon	rabbit	SRR11789844	
	amplicon	rabbit	SRR11789845	
	amplicon	rabbit	SRR11789846	
	amplicon	rabbit	SRR11789847	
	amplicon	rabbit	SRR11789848	
	amplicon	rabbit	SRR11789849	
	amplicon	rabbit	SRR11789850	
	amplicon	rabbit	SRR11789851	
	amplicon	rabbit	SRR11789852	
	amplicon	rabbit	SRR11789853	
	amplicon	rabbit	SRR11789854	
	amplicon	rabbit	SRR11789855	
	amplicon	rabbit	SRR11789856	
	amplicon	rabbit	SRR11789857	
	amplicon	rabbit	SRR11789858	
	amplicon	rabbit	SRR11789859	
	amplicon	rabbit	SRR11789860	
	amplicon	rabbit	SRR11789861	
	amplicon	rabbit	SRR11789862	
	amplicon	rabbit	SRR11789863	
	amplicon	rabbit	SRR11789864	
	amplicon	rabbit	SRR11789865	
	amplicon	rabbit	SRR11789866	
	amplicon	rabbit	SRR11789867	
	amplicon	rabbit	SRR11789868	
	amplicon	rabbit	SRR11789869	
	amplicon	rabbit	SRR11789870	
	amplicon	rabbit	SRR11789871	
	amplicon	rabbit	SRR11789872	
	amplicon	rabbit	SRR11789873	
	amplicon	rabbit	SRR11789874	
	amplicon	rabbit	SRR11789875	
	amplicon	rabbit	SRR11789876	
	amplicon	rabbit	SRR11789877	
	amplicon	rabbit	SRR11789878	
	amplicon	rabbit	SRR11789879	
	amplicon	rabbit	SRR11789880	
	amplicon	rabbit	SRR11789881	
	amplicon	rabbit	SRR11789882	
	amplicon	rabbit	SRR11789883	
	amplicon	rabbit	SRR11789884	
	amplicon	rabbit	SRR11789885	
	amplicon	rabbit	SRR11789886	
	amplicon	rabbit	SRR11789887	
	amplicon	rabbit	SRR11789888	
	amplicon	rabbit	SRR11789889	
	amplicon	Unknown	SRR12036745	
	amplicon	Unknown	SRR12036746	
	amplicon	Unknown	SRR12036747	
	amplicon	Unknown	SRR12036748	
	amplicon	Unknown	SRR12036749	
	amplicon	Unknown	SRR12036750	
	amplicon	Unknown	SRR12036751	
	amplicon	Unknown	SRR12036752	
	amplicon	Unknown	SRR12036753	
	amplicon	Unknown	SRR12036754	
	amplicon	Unknown	SRR12036755	
	amplicon	Unknown	SRR12036756	
	amplicon	Unknown	SRR12036757	
	amplicon	Unknown	SRR12036758	
	amplicon	Unknown	SRR12036759	
	amplicon	Unknown	SRR12036760	
	amplicon	Unknown	SRR12036761	
	amplicon	Unknown	SRR12036762	
	amplicon	Unknown	SRR12036763	
	amplicon	Unknown	SRR12036764	
	amplicon	Unknown	SRR12036765	
	amplicon	Unknown	SRR12036766	
	amplicon	Unknown	SRR12036767	
	amplicon	Unknown	SRR12036768	
	amplicon	Unknown	SRR12036769	
	amplicon	Unknown	SRR12036770	
	amplicon	Unknown	SRR12036771	
	amplicon	Unknown	SRR12036772	
	amplicon	Unknown	SRR12036773	
	amplicon	Unknown	SRR12036774	
	amplicon	Unknown	SRR12036775	
	amplicon	Unknown	SRR12036776	
	amplicon	Unknown	SRR12036777	
	amplicon	Unknown	SRR12036778	
	amplicon	Unknown	SRR12036779	
	amplicon	Unknown	SRR12036780	
	amplicon	Unknown	SRR12036781	
	amplicon	Unknown	SRR12036782	
	amplicon	Unknown	SRR12036783	
	amplicon	Unknown	SRR12036784	
	amplicon	Unknown	SRR12036785	
	amplicon	Unknown	SRR12036786	
	amplicon	Unknown	SRR12036787	
	amplicon	Unknown	SRR12036788	
	amplicon	Unknown	SRR12036789	
	amplicon	Unknown	SRR12036790	
	amplicon	horse	SRR12290233	
	amplicon	horse	SRR12290234	
	amplicon	horse	SRR12290235	
	amplicon	horse	SRR12290236	
	amplicon	horse	SRR12290237	
	amplicon	horse	SRR12290238	
	amplicon	horse	SRR12290239	
	amplicon	horse	SRR12290240	
	amplicon	horse	SRR12290241	
	amplicon	horse	SRR12290242	
	amplicon	horse	SRR12290243	
	amplicon	horse	SRR12290244	
	amplicon	horse	SRR12290245	
	amplicon	horse	SRR12290246	
	amplicon	horse	SRR12290247	
	amplicon	horse	SRR12290248	
	amplicon	horse	SRR12290249	
	amplicon	horse	SRR12290250	
	amplicon	horse	SRR12290251	
	amplicon	horse	SRR12290252	
	amplicon	horse	SRR12290253	
	amplicon	horse	SRR12290254	
	amplicon	horse	SRR12290255	
	amplicon	horse	SRR12290256	
	amplicon	horse	SRR12290257	
	amplicon	horse	SRR12290258	
	amplicon	horse	SRR12290259	
	amplicon	horse	SRR12290260	
	amplicon	horse	SRR12290261	
	amplicon	horse	SRR12290262	
	amplicon	horse	SRR12290263	
	amplicon	horse	SRR12290264	
	amplicon	horse	SRR12290265	
	amplicon	horse	SRR12290266	
	amplicon	horse	SRR12290267	
	amplicon	horse	SRR12290268	
	amplicon	horse	SRR12290269	
	amplicon	horse	SRR12290270	
	amplicon	horse	SRR12290271	
	amplicon	horse	SRR12290272	
	amplicon	horse	SRR12290273	
	amplicon	horse	SRR12290274	
	amplicon	horse	SRR12290275	
	amplicon	horse	SRR12290276	
	amplicon	horse	SRR12290277	
	amplicon	horse	SRR12290278	
	amplicon	horse	SRR12290279	
	amplicon	horse	SRR12290280	
	amplicon	horse	SRR12290281	
	amplicon	horse	SRR12290282	
	amplicon	horse	SRR12290283	
	amplicon	horse	SRR12290284	
	amplicon	horse	SRR12290285	
	amplicon	horse	SRR12290286	
	amplicon	horse	SRR12290287	
	amplicon	horse	SRR12290288	
	amplicon	horse	SRR12290289	
	amplicon	horse	SRR12290290	
	amplicon	horse	SRR12290291	
	amplicon	horse	SRR12290292	
	amplicon	horse	SRR12290293	
	amplicon	horse	SRR12290294	
	amplicon	horse	SRR12290295	
	amplicon	horse	SRR12290296	
	amplicon	horse	SRR12290297	
	amplicon	horse	SRR12290298	
	amplicon	horse	SRR12290299	
	amplicon	horse	SRR12290300	
	amplicon	horse	SRR12290301	
	amplicon	horse	SRR12290302	
	amplicon	horse	SRR12290303	
	amplicon	horse	SRR12290304	
	amplicon	horse	SRR12290305	
	amplicon	horse	SRR12290306	
	amplicon	horse	SRR12290307	
	amplicon	horse	SRR12290308	
	amplicon	horse	SRR12290309	
	amplicon	horse	SRR12290310	
	amplicon	horse	SRR12290311	
	amplicon	horse	SRR12290312	
	amplicon	horse	SRR12290313	
	amplicon	horse	SRR12290314	
	amplicon	horse	SRR12290315	
	amplicon	horse	SRR12290316	
	amplicon	horse	SRR12290317	
	amplicon	horse	SRR12290318	
	amplicon	horse	SRR12290319	
	amplicon	horse	SRR12290320	
	amplicon	horse	SRR12290321	
	amplicon	horse	SRR12290322	
	amplicon	horse	SRR12290323	
	amplicon	horse	SRR12290324	
	amplicon	horse	SRR12290325	
	amplicon	horse	SRR12290326	
	amplicon	horse	SRR12290327	
	amplicon	horse	SRR12290328	
	amplicon	horse	SRR12290329	
	amplicon	horse	SRR12290330	
	amplicon	horse	SRR12290341	
	amplicon	horse	SRR12290352	
	amplicon	horse	SRR12290356	
	amplicon	horse	SRR12290358	
	amplicon	horse	SRR12290359	
	amplicon	horse	SRR12290360	
	amplicon	horse	SRR12290361	
	amplicon	horse	SRR12290362	
	amplicon	horse	SRR12290363	
	amplicon	horse	SRR12290364	
	amplicon	horse	SRR12290365	
	amplicon	horse	SRR12290366	
	amplicon	horse	SRR12290367	
	amplicon	horse	SRR12290368	
	amplicon	horse	SRR12290369	
	amplicon	horse	SRR12290370	
	amplicon	horse	SRR12290371	
	amplicon	horse	SRR12290372	
	amplicon	horse	SRR12290373	
	amplicon	horse	SRR12290374	
	amplicon	horse	SRR12290375	
	amplicon	horse	SRR12290376	
	amplicon	horse	SRR12290377	
	amplicon	horse	SRR12290378	
	amplicon	horse	SRR12290379	
	amplicon	horse	SRR12290380	
	amplicon	horse	SRR12290381	
	amplicon	horse	SRR12290382	
	amplicon	horse	SRR12290383	
	amplicon	horse	SRR12290384	
	amplicon	horse	SRR12290385	
	amplicon	horse	SRR12290386	
	amplicon	horse	SRR12290387	
	amplicon	horse	SRR12290388	
	amplicon	horse	SRR12290389	
	amplicon	horse	SRR12290390	
	amplicon	horse	SRR12290391	
	amplicon	horse	SRR12290392	
	amplicon	horse	SRR12290393	
	amplicon	cow	SRR13069847	
	amplicon	cow	SRR13069848	
	amplicon	cow	SRR13069849	
	amplicon	cow	SRR13069850	
	amplicon	cow	SRR13069851	
	amplicon	cow	SRR13069852	
	amplicon	cow	SRR13069853	
	amplicon	cow	SRR13069854	
	amplicon	cow	SRR13070759	
	amplicon	cow	SRR13070761	
	amplicon	cow	SRR13070763	
	amplicon	cow	SRR13070766	
	amplicon	termite	SRR13144400	
	amplicon	termite	SRR13144401	
	amplicon	termite	SRR13144402	
	amplicon	termite	SRR13144403	
	amplicon	termite	SRR13144404	
	amplicon	termite	SRR13144405	
	amplicon	termite	SRR13144406	
	amplicon	termite	SRR13144407	
	amplicon	termite	SRR13144408	
	amplicon	termite	SRR13144409	
	amplicon	termite	SRR13144410	
	amplicon	termite	SRR13144411	
	amplicon	termite	SRR13144412	
	amplicon	termite	SRR13144413	
	amplicon	termite	SRR13144414	
	amplicon	termite	SRR13144415	
	amplicon	termite	SRR13144416	
	amplicon	termite	SRR13144417	
	amplicon	termite	SRR13144418	
	amplicon	termite	SRR13144419	
	amplicon	termite	SRR13144420	
	amplicon	termite	SRR13144421	
	amplicon	termite	SRR13144422	
	amplicon	termite	SRR13144423	
	amplicon	termite	SRR13144424	
	amplicon	termite	SRR13144425	
	amplicon	termite	SRR13144426	
	amplicon	termite	SRR13144427	
	amplicon	termite	SRR13144428	
	amplicon	termite	SRR13144429	
	amplicon	termite	SRR13144430	
	amplicon	termite	SRR13144431	
	amplicon	termite	SRR13144432	
	amplicon	termite	SRR13144433	
	amplicon	termite	SRR13144434	
	amplicon	termite	SRR13144435	
	amplicon	termite	SRR13144436	
	amplicon	termite	SRR13144437	
	amplicon	termite	SRR13144438	
	amplicon	termite	SRR13144439	
	amplicon	termite	SRR13144440	
	amplicon	horse	SRR13718027	
	amplicon	horse	SRR13718028	
	amplicon	horse	SRR13718029	
	amplicon	horse	SRR13718030	
	amplicon	horse	SRR13718031	
	amplicon	horse	SRR13718032	
	amplicon	horse	SRR13718033	
	amplicon	horse	SRR13718034	
	amplicon	horse	SRR13718035	
	amplicon	horse	SRR13718036	
	amplicon	horse	SRR13718037	
	amplicon	horse	SRR13718038	
	amplicon	horse	SRR13718039	
	amplicon	horse	SRR13718040	
	amplicon	horse	SRR13718041	
	amplicon	horse	SRR13718042	
	amplicon	horse	SRR13718043	
	amplicon	horse	SRR13718044	
	amplicon	horse	SRR13718045	
	amplicon	horse	SRR13718046	
	amplicon	horse	SRR13718047	
	amplicon	horse	SRR13718048	
	amplicon	horse	SRR13718049	
	amplicon	horse	SRR13718050	
	amplicon	horse	SRR13718051	
	amplicon	horse	SRR13718052	
	amplicon	horse	SRR13718053	
	amplicon	horse	SRR13718054	
	amplicon	horse	SRR13718055	
	amplicon	horse	SRR13718056	
	amplicon	horse	SRR13718057	
	amplicon	horse	SRR13718058	
	amplicon	horse	SRR13718059	
	amplicon	horse	SRR13718060	
	amplicon	horse	SRR13718061	
	amplicon	horse	SRR13718062	
	amplicon	horse	SRR13718063	
	amplicon	horse	SRR13718064	
	amplicon	horse	SRR13718065	
	amplicon	horse	SRR13718066	
	amplicon	horse	SRR13718067	
	amplicon	horse	SRR13718068	
	amplicon	horse	SRR13718069	
	amplicon	horse	SRR13718070	
	amplicon	horse	SRR13718071	
	amplicon	horse	SRR13718072	
	amplicon	horse	SRR13718073	
	amplicon	horse	SRR13718074	
	amplicon	horse	SRR13718075	
	amplicon	horse	SRR13718076	
	amplicon	horse	SRR13718077	
	amplicon	horse	SRR13718078	
	amplicon	horse	SRR13718079	
	amplicon	horse	SRR13718080	
	amplicon	horse	SRR13718081	
	amplicon	horse	SRR13718082	
	amplicon	horse	SRR13718083	
	amplicon	horse	SRR13718084	
	amplicon	horse	SRR13718085	
	amplicon	horse	SRR13718086	
	amplicon	horse	SRR13718087	
	amplicon	horse	SRR13718088	
	amplicon	horse	SRR13718089	
	amplicon	horse	SRR13718090	
	amplicon	horse	SRR13718091	
	amplicon	horse	SRR13718092	
	amplicon	horse	SRR13718093	
	amplicon	horse	SRR13718094	
	amplicon	horse	SRR13718095	
	amplicon	horse	SRR13718096	
	amplicon	horse	SRR13718097	
	amplicon	horse	SRR13718098	
	amplicon	horse	SRR13718099	
	amplicon	horse	SRR13718100	
	amplicon	horse	SRR13718101	
	amplicon	horse	SRR13718102	
	amplicon	horse	SRR13718103	
	amplicon	horse	SRR13718104	
	amplicon	horse	SRR13718105	
	amplicon	horse	SRR13718106	
	amplicon	horse	SRR13718107	
	amplicon	horse	SRR13718108	
	amplicon	horse	SRR13718109	
	amplicon	horse	SRR13718110	
	amplicon	horse	SRR13718111	
	amplicon	horse	SRR13718112	
	amplicon	horse	SRR13718113	
	amplicon	horse	SRR13718114	
	amplicon	horse	SRR13718115	
	amplicon	horse	SRR13718116	
	amplicon	horse	SRR13718117	
	amplicon	horse	SRR13718118	
	amplicon	horse	SRR13718119	
	amplicon	horse	SRR13718120	
	amplicon	horse	SRR13718121	
	amplicon	horse	SRR13718122	
	amplicon	horse	SRR13718123	
	amplicon	horse	SRR13718124	
	amplicon	horse	SRR13718125	
